task,model,r2_train,r2_test,rmse_test,accuracy,weighted_f1,macro_f1,tfidf_max_features,tfidf_ngram_range,tfidf_svd_n_components,imb_sampler,xgb_colsample_bytree,xgb_learning_rate,xgb_max_depth,xgb_n_estimators,xgb_subsample
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9853351712226868,0.7012848854064941,0.8370000556913879,0.437551867219917,0.43731512352259266,0.42245340281054455,20000,"(1, 2)",200,smote,1.0,0.1,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9941715002059937,0.7015506625175476,0.836627568424374,0.4404564315352697,0.44065188217766726,0.42417630801075046,20000,"(1, 2)",200,smote,1.0,0.1,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.999396800994873,0.6924445629119873,0.8492949506863994,0.429253112033195,0.4266145833701832,0.41217590830901407,20000,"(1, 2)",200,smote,1.0,0.1,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9997661113739014,0.6924318075180054,0.8493126011061743,0.429253112033195,0.4266689872027486,0.4124513115751446,20000,"(1, 2)",200,smote,1.0,0.1,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.999936580657959,0.692421555519104,0.8493268124101991,0.43008298755186725,0.42767971352204975,0.41316611910343715,20000,"(1, 2)",200,smote,1.0,0.1,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9068145751953125,0.6928271055221558,0.8487666719172849,0.4348547717842324,0.4343495949583224,0.41896074329233735,20000,"(1, 2)",200,smote,1.0,0.15,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9238432049751282,0.6928062438964844,0.8487954636814806,0.43900414937759336,0.4391207497935156,0.42335592476493,20000,"(1, 2)",200,smote,1.0,0.15,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9488637447357178,0.6917669773101807,0.8502300231704447,0.4421161825726141,0.44297482444742947,0.4264509900029593,20000,"(1, 2)",200,smote,1.0,0.15,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9922091364860535,0.6905613541603088,0.8518912004706176,0.43983402489626555,0.4409362673137639,0.42236415933317917,20000,"(1, 2)",200,smote,1.0,0.15,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9959064722061157,0.6907668709754944,0.8516083101322233,0.43983402489626555,0.44115779535225863,0.4219452926576775,20000,"(1, 2)",200,smote,1.0,0.15,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9987967014312744,0.6906010508537292,0.8518365891347798,0.43900414937759336,0.44008915477499927,0.42068717521117643,20000,"(1, 2)",200,smote,1.0,0.15,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999193549156189,0.6834251880645752,0.8616581844512461,0.4346473029045643,0.4336304825287841,0.4175509564314825,20000,"(1, 2)",200,smote,1.0,0.15,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999526143074036,0.683407723903656,0.8616820146852712,0.4352697095435685,0.43431538362766603,0.4181808709287157,20000,"(1, 2)",200,smote,1.0,0.15,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999650120735168,0.6833915710449219,0.8617039420687684,0.4348547717842324,0.4339335677305639,0.41774140995793874,20000,"(1, 2)",200,smote,1.0,0.15,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.8685832023620605,0.6999403238296509,0.8388816823362092,0.43215767634854774,0.42704499421783965,0.415476065537546,20000,"(1, 2)",200,random,1.0,0.1,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.8864976763725281,0.6997202634811401,0.8391892122600801,0.4342323651452282,0.43139246538550907,0.41713719789757936,20000,"(1, 2)",200,random,1.0,0.1,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9144391417503357,0.6995331645011902,0.8394506199703055,0.4379668049792531,0.43648721104536975,0.41960303021457446,20000,"(1, 2)",200,random,1.0,0.1,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9749800562858582,0.7009234428405762,0.83750618604966,0.44585062240663903,0.4452081790049611,0.4256725257749915,20000,"(1, 2)",200,random,1.0,0.1,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9833168387413025,0.7011231184005737,0.8372266579555275,0.445643153526971,0.44563636634828435,0.4256371577991496,20000,"(1, 2)",200,random,1.0,0.1,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9923730492591858,0.700949490070343,0.8374697822129719,0.4464730290456432,0.44659785814536723,0.4253015345105209,20000,"(1, 2)",200,random,1.0,0.1,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9985809326171875,0.6955562233924866,0.8449877384808512,0.4468879668049793,0.4450020058133799,0.4221556934028422,20000,"(1, 2)",200,random,1.0,0.1,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9993840456008911,0.6956806182861328,0.8448150764793487,0.4470954356846473,0.4456212689797834,0.42232288103887966,20000,"(1, 2)",200,random,1.0,0.1,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9998435378074646,0.6958023309707642,0.8446461545568199,0.4479253112033195,0.4465235021654398,0.4225819036354648,20000,"(1, 2)",200,random,1.0,0.1,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9068602323532104,0.6955952644348145,0.8449335980142186,0.4288381742738589,0.42763781091977443,0.4116435057514553,20000,"(1, 2)",200,random,1.0,0.15,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.924045205116272,0.6950274705886841,0.8457211675327103,0.43381742738589213,0.43426568305290353,0.41633687672520037,20000,"(1, 2)",200,random,1.0,0.15,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9484205842018127,0.6941008567810059,0.8470050050391682,0.44190871369294604,0.4437823846680704,0.4243930874343448,20000,"(1, 2)",200,random,1.0,0.15,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.990523099899292,0.6926479339599609,0.8490141438742735,0.4450207468879668,0.4459926764723917,0.42551150293171813,20000,"(1, 2)",200,random,1.0,0.15,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9945485591888428,0.6924475431442261,0.8492909152506368,0.44439834024896263,0.44552946322977416,0.42412002521357034,20000,"(1, 2)",200,random,1.0,0.15,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9981468915939331,0.6917761564254761,0.8502173342263767,0.44439834024896263,0.44634132280421573,0.42460117328944164,20000,"(1, 2)",200,random,1.0,0.15,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.999801516532898,0.6896270513534546,0.8531763375733927,0.4437759336099585,0.4415458247186804,0.4193769690058047,20000,"(1, 2)",200,random,1.0,0.15,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999147653579712,0.6894656419754028,0.8533981556659918,0.44439834024896263,0.442370969183618,0.42030367618249836,20000,"(1, 2)",200,random,1.0,0.15,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999561905860901,0.6895244717597961,0.85331730753657,0.44439834024896263,0.44232905798165545,0.4199004265682317,20000,"(1, 2)",200,random,1.0,0.15,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.8834355473518372,0.703221321105957,0.834282636352169,0.45311203319502075,0.45337684434792774,0.42703705339595377,20000,"(1, 2)",200,none,1.0,0.1,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9004961848258972,0.7024904489517212,0.8353093719709278,0.45560165975103734,0.4555037311842161,0.42947675848638667,20000,"(1, 2)",200,none,1.0,0.1,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9275319576263428,0.7019696235656738,0.8360400983648533,0.4545643153526971,0.45552339027071576,0.43012625453416253,20000,"(1, 2)",200,none,1.0,0.1,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9812223315238953,0.7017253637313843,0.8363826315239036,0.4636929460580913,0.4638082965892191,0.43830079907449154,20000,"(1, 2)",200,none,1.0,0.1,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9883390069007874,0.7021012306213379,0.8358554978124308,0.4636929460580913,0.46443703683475296,0.4382678234033911,20000,"(1, 2)",200,none,1.0,0.1,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.995425820350647,0.7023055553436279,0.8355688191189983,0.4645228215767635,0.4653666696401723,0.43946781514536937,20000,"(1, 2)",200,none,1.0,0.1,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9993767738342285,0.6972780227661133,0.8425949455778767,0.4549792531120332,0.45496212474801695,0.4296034932057246,20000,"(1, 2)",200,none,1.0,0.1,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9997661113739014,0.6973382234573364,0.8425110798681656,0.45560165975103734,0.45571891535028985,0.43045807740125197,20000,"(1, 2)",200,none,1.0,0.1,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999427199363708,0.697364330291748,0.8424747861717187,0.4553941908713693,0.4556778834999284,0.43049338165338397,20000,"(1, 2)",200,none,1.0,0.1,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9213010668754578,0.6978516578674316,0.8417961669352445,0.45186721991701245,0.4543300971893273,0.42785741331994276,20000,"(1, 2)",200,none,1.0,0.15,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9374473094940186,0.6977985501289368,0.841870227281937,0.4464730290456432,0.4490073517096544,0.4233838966060575,20000,"(1, 2)",200,none,1.0,0.15,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.959727942943573,0.6979398131370544,0.8416734149083205,0.4508298755186722,0.45405261930471424,0.42796274741207235,20000,"(1, 2)",200,none,1.0,0.15,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9942538738250732,0.6935247778892517,0.8478022506774883,0.4516597510373444,0.450676677707584,0.4244273601444034,20000,"(1, 2)",200,none,1.0,0.15,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9971131682395935,0.6929031610488892,0.8486615385718187,0.454149377593361,0.4535872987715057,0.42746519536795946,20000,"(1, 2)",200,none,1.0,0.15,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9992265701293945,0.6928950548171997,0.8486727758903396,0.45518672199170124,0.4546670481321577,0.42831006121447723,20000,"(1, 2)",200,none,1.0,0.15,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.999932050704956,0.6897443532943726,0.8530151506064556,0.45269709543568465,0.45244534293339655,0.4276381779477643,20000,"(1, 2)",200,none,1.0,0.15,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999600052833557,0.6897485256195068,0.8530094208169162,0.4529045643153527,0.4525594125438382,0.427699637522492,20000,"(1, 2)",200,none,1.0,0.15,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999666213989258,0.6897517442703247,0.8530049138212715,0.4524896265560166,0.45215079406281655,0.42729443838746983,20000,"(1, 2)",200,none,1.0,0.15,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.8708189725875854,0.6956372261047363,0.8448753975524284,0.4267634854771784,0.42259861309275587,0.41116724044640146,20000,"(1, 2)",300,smote,1.0,0.1,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.8890464901924133,0.6959711909294128,0.8444116964773377,0.43091286307053944,0.4281520429387398,0.41390841423317254,20000,"(1, 2)",300,smote,1.0,0.1,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9178676009178162,0.6960195302963257,0.8443445653957706,0.4344398340248963,0.43327566377496096,0.41844410001274335,20000,"(1, 2)",300,smote,1.0,0.1,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9791304469108582,0.6971672773361206,0.8427490725923797,0.4350622406639004,0.4322920724174777,0.4175578561696769,20000,"(1, 2)",300,smote,1.0,0.1,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9869264364242554,0.6974599361419678,0.8423416959057873,0.4400414937759336,0.43819643221560506,0.4231942730583052,20000,"(1, 2)",300,smote,1.0,0.1,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9949730634689331,0.6974801421165466,0.8423136034598315,0.44024896265560165,0.43955839404613783,0.4237883421765348,20000,"(1, 2)",300,smote,1.0,0.1,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9995046854019165,0.6962002515792847,0.8440935000814366,0.4404564315352697,0.43731909737308716,0.4211581198519457,20000,"(1, 2)",300,smote,1.0,0.1,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.999807596206665,0.6963546276092529,0.8438790187386842,0.44024896265560165,0.43701353567260853,0.4207492449768571,20000,"(1, 2)",300,smote,1.0,0.1,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.999943196773529,0.6964671611785889,0.8437226962157582,0.4383817427385892,0.4350944275722749,0.41922203083058546,20000,"(1, 2)",300,smote,1.0,0.1,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9101406931877136,0.6922031044960022,0.8496283518107868,0.43174273858921164,0.43116603852818297,0.41746880393349795,20000,"(1, 2)",300,smote,1.0,0.15,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9277909994125366,0.691047191619873,0.8512221890022273,0.433195020746888,0.4334867708905881,0.41832321093795877,20000,"(1, 2)",300,smote,1.0,0.15,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9523777961730957,0.6896732449531555,0.8531128306097301,0.441701244813278,0.4432412695985337,0.42661769471906574,20000,"(1, 2)",300,smote,1.0,0.15,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9931119084358215,0.6901469826698303,0.8524614191694149,0.44107883817427385,0.44254239456062344,0.42526468437023784,20000,"(1, 2)",300,smote,1.0,0.15,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9964263439178467,0.6899629831314087,0.8527145642064501,0.44149377593360994,0.4435187112624617,0.425698149631861,20000,"(1, 2)",300,smote,1.0,0.15,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9990065693855286,0.6899629831314087,0.8527144943065683,0.441701244813278,0.4441151857247076,0.4259277802813429,20000,"(1, 2)",300,smote,1.0,0.15,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999291300773621,0.6891724467277527,0.8538009550714323,0.43049792531120334,0.42790140387932074,0.4125100166546648,20000,"(1, 2)",300,smote,1.0,0.15,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999561309814453,0.689134955406189,0.8538524390853104,0.4302904564315353,0.42773522245488427,0.41262999064775585,20000,"(1, 2)",300,smote,1.0,0.15,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999654293060303,0.6891605257987976,0.8538173255792422,0.43091286307053944,0.42832717540675813,0.41312079458922424,20000,"(1, 2)",300,smote,1.0,0.15,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.8723540306091309,0.6989433765411377,0.8402740795449947,0.4311203319502075,0.4257136693257526,0.41269787390124224,20000,"(1, 2)",300,random,1.0,0.1,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.890629768371582,0.6992642879486084,0.8398261134935071,0.43692946058091287,0.4336570071695757,0.4189993448534392,20000,"(1, 2)",300,random,1.0,0.1,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9177034497261047,0.7002911567687988,0.838391063426525,0.4452282157676348,0.44353401714845364,0.42650776774501004,20000,"(1, 2)",300,random,1.0,0.1,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.976436197757721,0.7028701305389404,0.8347762054072734,0.4520746887966805,0.4492573386434277,0.4300917853529663,20000,"(1, 2)",300,random,1.0,0.1,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9844597578048706,0.7026594281196594,0.8350720783349839,0.44979253112033196,0.4470929741266935,0.4279453181469156,20000,"(1, 2)",300,random,1.0,0.1,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9929625988006592,0.7031030058860779,0.8344489775591103,0.4553941908713693,0.45353570088666334,0.43211473436586695,20000,"(1, 2)",300,random,1.0,0.1,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9989141225814819,0.6989505290985107,0.8402640776835347,0.44813278008298757,0.446927910002112,0.4269144285223915,20000,"(1, 2)",300,random,1.0,0.1,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9995404481887817,0.6988706588745117,0.8403755456008286,0.4508298755186722,0.44949416891629396,0.4292296295985823,20000,"(1, 2)",300,random,1.0,0.1,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9998924732208252,0.6989314556121826,0.8402907490495373,0.4524896265560166,0.45135201465602576,0.4309429967961508,20000,"(1, 2)",300,random,1.0,0.1,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9101840257644653,0.6943392753601074,0.8466749004153886,0.43858921161825726,0.43819253202635766,0.42242855487117426,20000,"(1, 2)",300,random,1.0,0.15,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9268510341644287,0.6945921182632446,0.8463245953993616,0.4446058091286307,0.4451278143317332,0.4277630462971527,20000,"(1, 2)",300,random,1.0,0.15,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9508963823318481,0.694951057434082,0.845827124405295,0.44543568464730293,0.4465468739173638,0.42817670465962426,20000,"(1, 2)",300,random,1.0,0.15,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9915952682495117,0.6919090747833252,0.8500340595153353,0.44066390041493775,0.442026423141888,0.42036385697293255,20000,"(1, 2)",300,random,1.0,0.15,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9951918721199036,0.6915590763092041,0.8505167358137772,0.44107883817427385,0.4423691572213296,0.42018559949523826,20000,"(1, 2)",300,random,1.0,0.15,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9984350800514221,0.6916866302490234,0.8503408505929813,0.4429460580912863,0.4445098157547705,0.42204764053648525,20000,"(1, 2)",300,random,1.0,0.15,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9998592138290405,0.6886063814163208,0.8545779811840946,0.4487551867219917,0.4465522682302782,0.42449792762534794,20000,"(1, 2)",300,random,1.0,0.15,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.999933123588562,0.688606858253479,0.8545773534567112,0.4491701244813278,0.44694572840584024,0.42502191756444263,20000,"(1, 2)",300,random,1.0,0.15,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999582767486572,0.6886389255523682,0.8545333416428935,0.4491701244813278,0.44708139715441136,0.42517157714869214,20000,"(1, 2)",300,random,1.0,0.15,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.8871603012084961,0.704126238822937,0.8330097802195949,0.4566390041493776,0.45698400369758146,0.4318201659420553,20000,"(1, 2)",300,none,1.0,0.1,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.904471755027771,0.7035292387008667,0.833849786623416,0.4558091286307054,0.45660708726894245,0.4309692885265993,20000,"(1, 2)",300,none,1.0,0.1,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9310699701309204,0.7032766342163086,0.8342048657296657,0.4558091286307054,0.45702254165929357,0.43200453168746905,20000,"(1, 2)",300,none,1.0,0.1,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9831653833389282,0.696557879447937,0.8435965857729276,0.45518672199170124,0.45478744888256417,0.4291899138263683,20000,"(1, 2)",300,none,1.0,0.1,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9898120164871216,0.6965292692184448,0.8436362931669477,0.4597510373443983,0.45875160190676345,0.43262150468064436,20000,"(1, 2)",300,none,1.0,0.1,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9960647225379944,0.6966749429702759,0.843433850716169,0.4578838174273859,0.457152499474432,0.43160848073026437,20000,"(1, 2)",300,none,1.0,0.1,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9995861053466797,0.6972382068634033,0.8426503680600561,0.45560165975103734,0.4542729694587675,0.4286212339017322,20000,"(1, 2)",300,none,1.0,0.1,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9998472332954407,0.697272539138794,0.8426025146576331,0.4562240663900415,0.4550401440570674,0.4293786813056973,20000,"(1, 2)",300,none,1.0,0.1,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999544024467468,0.6972705125808716,0.8426053795719523,0.45726141078838173,0.456349197584344,0.4306538253905005,20000,"(1, 2)",300,none,1.0,0.1,8,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.923682689666748,0.6951478719711304,0.8455542241693252,0.45726141078838173,0.4593937458931984,0.43474005737503285,20000,"(1, 2)",300,none,1.0,0.15,4,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9399433732032776,0.6950533390045166,0.8456853640059043,0.4504149377593361,0.4530019915287105,0.42826590605103887,20000,"(1, 2)",300,none,1.0,0.15,4,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9621817469596863,0.6938473582267761,0.8473559080416185,0.4524896265560166,0.4547232447139344,0.42975846718052885,20000,"(1, 2)",300,none,1.0,0.15,4,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.994831383228302,0.6934840083122253,0.8478585981750669,0.4470954356846473,0.44851584627450614,0.42199627445340926,20000,"(1, 2)",300,none,1.0,0.15,6,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9974579811096191,0.6929289102554321,0.8486259644542635,0.4483402489626556,0.4497801171793648,0.42315703822122075,20000,"(1, 2)",300,none,1.0,0.15,6,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9993854761123657,0.6929971575737,0.8485317016348605,0.44854771784232367,0.45006278087672247,0.4234497785851622,20000,"(1, 2)",300,none,1.0,0.15,6,800,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999476671218872,0.687067449092865,0.8566871223407129,0.4473029045643154,0.44657048260200083,0.42147897462889095,20000,"(1, 2)",300,none,1.0,0.15,8,500,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999634623527527,0.6870891451835632,0.8566574129824439,0.44626556016597513,0.4455346382995071,0.4205536210703202,20000,"(1, 2)",300,none,1.0,0.15,8,600,1.0
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.9999666810035706,0.6870830059051514,0.856665797109447,0.4464730290456432,0.4457564729301721,0.42080535130263225,20000,"(1, 2)",300,none,1.0,0.15,8,800,1.0
