task,model,r2_train,r2_test,rmse_test,accuracy,weighted_f1,macro_f1
star_rating,hybrid_sbert_w2v_tfidf_svd_xgbreg,0.8853330612182617,0.7048709392547607,0.8319607915282362,0.45477178423236514,0.4536811186443447,0.42920685023236443
